id,year,projected_month,nominal_forward_rate,real_forward_rate
,2024,112,0.155822937,0.060988083
,2024,113,0.15645212,0.061195955
,2024,114,0.157071397,0.061400537
,2024,115,0.157660785,0.06159523
,2024,116,0.158250242,0.054564553
,2024,117,0.158849767,0.054640852
,2024,118,0.159459358,0.054718423
,2024,119,0.160079026,0.054797268
,2024,120,0.160668783,0.054872299
,2024,121,0.161288602,0.054951146
,2024,122,0.161918506,0.055031267
,2024,123,0.162528489,0.055108845
,2024,124,0.16313855,0.055186426
,2024,125,0.163738685,0.052861565
,2024,126,0.164358902,0.052165796
,2024,127,0.164959191,0.052193136
,2024,128,0.165549545,0.052220019
,2024,129,0.166139974,0.052246903
,2024,130,0.166750488,0.052274698
,2024,131,0.167381106,0.052303405
,2024,132,0.167991779,0.052331201
,2024,133,0.168612544,0.052359453
,2024,134,0.16921336,0.052386793
,2024,135,0.169824263,0.052414589
,2024,136,0.170445263,0.052442841
,2024,137,0.171036288,0.052469727
,2024,138,0.171657439,0.052497979
,2024,139,0.172268655,0.052525776
,2024,140,0.108233829,0.052552206
,2024,141,0.107926727,0.052580004
,2024,142,0.107614612,0.052608257
,2024,143,0.107312588,0.052635599
,2024,144,0.10700555,0.052663397
,2024,145,0.106688469,0.052692106
,2024,146,0.106391542,0.052718993
,2024,147,0.106084569,0.052746792
,2024,148,0.105767556,0.052775502
,2024,149,0.105460628,0.052803301
,2024,150,0.105148691,0.052831555
,2024,151,0.104846838,0.052858899
,2024,152,0.104545005,0.052886243
,2024,153,0.259020857,0.052914042
,2024,154,0.260697108,0.052941386
,2024,155,0.262401798,0.052969186
,2024,156,0.264134962,0.052997442
,2024,157,0.265812728,0.053024786
,2024,158,0.267518936,0.053052587
,2024,159,0.269281639,0.053081299
,2024,160,0.270932924,0.053108188
,2024,161,0.272640644,0.05313599
,2024,162,0.274404925,0.053164702
,2024,163,0.178579005,0.053191136
,2024,164,0.167833254,0.053218482
,2024,165,0.168224508,0.05324674
,2024,166,0.168596861,0.05327363
,2024,167,0.168981864,0.053301432
,2024,168,0.169379525,0.053330146
,2024,169,0.169770905,0.053358404
,2024,170,0.170156003,0.053386207
,2024,171,0.170534819,0.053413554
,2024,172,0.170919978,0.053441357
,2024,173,0.171311483,0.053469616
,2024,174,0.17169039,0.053496964
,2024,175,0.172050378,0.051278448
,2024,176,0.172435657,0.051010007
,2024,177,0.172833603,0.051009151
,2024,178,0.173218945,0.051008323
,2024,179,0.173604319,0.051007494
,2024,180,0.173983405,0.051006679
,2024,181,0.174375158,0.051005837
,2024,182,0.174766943,0.051004996
,2024,183,0.175139801,0.051004194
,2024,184,0.175525326,0.051003366
,2024,185,0.175923525,0.05100251
,2024,186,0.176315435,0.051001668
,2024,187,0.176688412,0.051000867
,2024,188,0.177061416,0.051000066
,2024,189,0.177440773,0.050999251
,2024,190,0.177826481,0.050998423
,2024,191,0.178218545,0.050997581
,2024,192,0.178591667,0.050996779
,2024,193,0.178983791,0.050995937
,2024,194,0.179382274,0.050995082
,2024,195,0.179768136,0.050994253
,2024,196,0.18015403,0.050993425
,2024,197,0.180533627,0.05099261
,2024,198,0.180925908,0.050991768
,2024,199,0.142648062,0.05099094
,2024,200,0.142646762,0.050990139
,2024,201,0.142645417,0.05098931
,2024,202,0.142644051,0.050988468
,2024,203,0.142642728,0.050987653
,2024,204,0.142641384,0.050986825
,2024,205,0.142639995,0.050985969
,2024,206,0.142638695,0.050985168
,2024,207,0.14263735,0.05098434
,2024,208,0.142635962,0.050983484
,2024,209,0.142634617,0.050982656
,2024,210,0.142633251,0.050981814
,2024,211,0.14263195,0.050981013
,2024,212,0.142630694,0.050980238
,2024,213,0.14262935,0.05097941
,2024,214,0.142627961,0.050978554
,2024,215,0.142626661,0.050977753
,2024,216,0.142625316,0.050976925
,2024,217,0.142623927,0.050976069
,2024,218,0.142622583,0.050975241
,2024,219,0.142621216,0.050974399
,2024,220,0.142619894,0.050973584
,2024,221,0.142618549,0.050972756
,2024,222,0.142617161,0.0509719
,2024,223,0.14261586,0.050971099
,2024,224,0.14261456,0.050970298
,2024,225,0.142613215,0.050969469
,2024,226,0.142611893,0.050968654
,2024,227,0.142610549,0.050967826
,2024,228,0.142609182,0.050966984
,2024,229,0.14260786,0.050966169
,2024,230,0.142606515,0.050965341
,2024,231,0.142605126,0.050964485
,2024,232,0.142603826,0.050963684
,2024,233,0.142602482,0.050962856
,2024,234,0.142601093,0.050962
,2024,235,0.142599815,0.050961212
,2024,236,0.142598492,0.050960398
,2024,237,0.142597126,0.050959556
,2024,238,0.142595825,0.050958754
,2024,239,0.142594481,0.050957926
,2024,240,0.142593092,0.05095707
,2024,241,0.142591726,0.050956228
,2024,242,0.142590381,0.0509554
,2024,243,0.142589059,0.050954585
,2024,244,0.142587714,0.050953757
,2024,245,0.142586348,0.050952915
,2024,246,0.142585025,0.0509521
,2024,247,0.131255005,0.050951285
,2024,248,0.129948561,0.050950443
,2024,249,0.12984761,0.050949628
,2024,250,0.129744978,0.0509488
,2024,251,0.129640667,0.050947958
,2024,252,0.129541404,0.050947157
,2024,253,0.129437097,0.050946315
,2024,254,0.129331111,0.050945459
,2024,255,0.129228491,0.050944631
,2024,256,0.129125874,0.050943802
,2024,257,0.129024941,0.050942988
,2024,258,0.128920646,0.050942146
,2024,259,0.128819718,0.050941331
,2024,260,0.128720474,0.05094053
,2024,261,0.128621232,0.050939728
,2024,262,0.128518629,0.0509389
,2024,263,0.128412664,0.050938044
,2024,264,0.128310065,0.050937216
,2024,265,0.128205787,0.050936374
,2024,266,0.128104875,0.050935559
,2024,267,0.128002284,0.050934731
,2024,268,0.127898013,0.050933889
,2024,269,0.127798789,0.050933088
,2024,270,0.127694523,0.050932246
,2024,271,0.127591941,0.050931417
,2024,272,0.127494406,0.05093063
,2024,273,0.127391829,0.050839265
,2024,274,0.127287572,0.050828014
,2024,275,0.127186681,0.050826478
,2024,276,0.12708411,0.050824916
,2024,277,0.12697818,0.050823304
,2024,278,0.126878977,0.050821793
,2024,279,0.126776413,0.050820232
,2024,280,0.12667049,0.050818619
,2024,281,0.126567931,0.050817058
,2024,282,0.126463694,0.05081547
,2024,283,0.126364503,0.05081396
,2024,284,0.126268676,0.050812501
,2024,285,0.126166126,0.05081094
,2024,286,0.126060217,0.050809327
,2024,287,0.125961035,0.050807816
,2024,288,0.125858493,0.050806255
,2024,289,0.125752591,0.050804642
,2024,290,0.125650054,0.050803081
,2024,291,0.125545838,0.050801494
,2024,292,0.125444986,0.050799958
,2024,293,0.125342456,0.050798396
,2024,294,0.125236567,0.050796783
,2024,295,0.125137403,0.050795273
,2024,296,0.125094085,0.050793737
,2024,297,0.125050769,0.05079215
,2024,298,0.125007454,0.05079064
,2024,299,0.124964141,0.050789078
,2024,300,0.12492083,0.050787465
,2024,301,0.124877521,0.050785878
,2024,302,0.124834213,0.050784317
,2024,303,0.124790907,0.050782781
,2024,304,0.124747602,0.050781219
,2024,305,0.1247043,0.050779632
,2024,306,0.124660998,0.050778096
,2024,307,0.124617699,0.050776637
,2024,308,0.124574401,0.050775076
,2024,309,0.124531105,0.050773463
,2024,310,0.12448781,0.050771901
,2024,311,0.124444518,0.05077034
,2024,312,0.124401226,0.050768804
,2024,313,0.124357937,0.050767217
,2024,314,0.124314649,0.05076563
,2024,315,0.124271363,0.05076412
,2024,316,0.124228079,0.050762558
,2024,317,0.124184796,0.050760945
,2024,318,0.124141515,0.050759358
,2024,319,0.124098235,0.050757848
,2024,320,0.124054957,0.050756338
,2024,321,0.124011681,0.050754802
,2024,322,0.123968407,0.05075324
,2024,323,0.123925134,0.050751653
,2024,324,0.123881863,0.050750143
,2024,325,0.123838593,0.050748556
,2024,326,0.123795325,0.050746943
,2024,327,0.123752059,0.050745381
,2024,328,0.123708795,0.05074382
,2024,329,0.123665532,0.050742284
,2024,330,0.123622271,0.050717626
,2024,331,0.123579011,0.050692969
,2024,332,0.123535753,0.050668313
,2024,333,0.123492497,0.050643657
,2024,334,0.123449243,0.050619001
,2024,335,0.12340599,0.050594346
,2024,336,0.123362739,0.050569692
,2024,337,0.123319489,0.050545038
,2024,338,0.123276241,0.050520385
,2024,339,0.123232995,0.050495733
,2024,340,0.123189751,0.050471081
,2024,341,0.123146508,0.050446429
,2024,342,0.123103267,0.050421779
,2024,343,0.123060027,0.050397128
,2024,344,0.123016789,0.050372479
,2024,345,0.122973553,0.05034783
,2024,346,0.122930319,0.050323181
,2024,347,0.122887086,0.050298533
,2024,348,0.122843855,0.050273886
,2024,349,0.122800625,0.050249239
,2024,350,0.122757397,0.050224593
,2024,351,0.122714171,0.050199947
,2024,352,0.122670946,0.050175302
,2024,353,0.122627724,0.050150658
,2024,354,0.122584502,0.050126014
,2024,355,0.122541283,0.050101371
,2024,356,0.122498065,0.050076728
,2024,357,0.122454849,0.050052086
,2024,358,0.122411634,0.050027445
,2024,359,0.122368421,0.050002804
,2024,360,0.12232521,0.049978163
,2024,361,0.122282001,0.049953523
,2024,362,0.122238793,0.049928884
,2024,363,0.122195586,0.049904245
,2024,364,0.122152382,0.049879607
,2024,365,0.122109179,0.04985497
,2024,366,0.122065978,0.049830333
,2024,367,0.122022778,0.049805697
,2024,368,0.12197958,0.049781061
,2024,369,0.121936384,0.049756426
,2024,370,0.121893189,0.049731791
,2024,371,0.121849996,0.049707157
,2024,372,0.121806805,0.049682524
,2024,373,0.121763616,0.049657891
,2024,374,0.121720428,0.049633258
,2024,375,0.121677241,0.049608627
,2024,376,0.121634057,0.049583996
,2024,377,0.121590874,0.049559365
,2024,378,0.121547693,0.049534735
,2024,379,0.121504513,0.049510106
,2024,380,0.121461335,0.049485477
,2024,381,0.121418159,0.049460849
,2024,382,0.121374984,0.049436221
,2024,383,0.121331811,0.049411594
,2024,384,0.12128864,0.049386967
,2024,385,0.12124547,0.049362341
,2024,386,0.121202302,0.049337716
,2024,387,0.121159136,0.049313091
,2024,388,0.121115971,0.049288467
,2024,389,0.121072808,0.049263843
,2024,390,0.121029647,0.04923922
,2024,391,0.120986487,0.049214598
,2024,392,0.120943329,0.049189976
,2024,393,0.120900173,0.049165355
,2024,394,0.120857018,0.049140734
,2024,395,0.120813865,0.049116114
,2024,396,0.120770714,0.049091494
,2024,397,0.120727564,0.049066875
,2024,398,0.120684416,0.049042257
,2024,399,0.120641269,0.049017639
,2024,400,0.120598125,0.048993022
,2024,401,0.120554982,0.048968405
,2024,402,0.12051184,0.048943789
,2024,403,0.120468701,0.048919173
,2024,404,0.120425562,0.048894558
,2024,405,0.120382426,0.048869944
,2024,406,0.120339291,0.04884533
,2024,407,0.120296158,0.048820717
,2024,408,0.120253027,0.048796104
,2024,409,0.120209897,0.048771492
,2024,410,0.120166769,0.048746881
,2024,411,0.120123642,0.04872227
,2024,412,0.120080518,0.04869766
,2024,413,0.120037394,0.04867305
,2024,414,0.119994273,0.048648441
,2024,415,0.119951153,0.048623832
,2024,416,0.119908035,0.048599224
,2024,417,0.119864919,0.048574617
,2024,418,0.119821804,0.04855001
,2024,419,0.11977869,0.048525403
,2024,420,0.119735579,0.048500798
,2024,421,0.119692469,0.048476193
,2024,422,0.119649361,0.048451588
,2024,423,0.119606254,0.048426984
,2024,424,0.11956315,0.048402381
,2024,425,0.119520046,0.048377778
,2024,426,0.119476945,0.048353176
,2024,427,0.119433845,0.048328574
,2024,428,0.119390747,0.048303973
,2024,429,0.11934765,0.048279372
,2024,430,0.119304555,0.048254772
,2024,431,0.119261462,0.048230173
,2024,432,0.11921837,0.048205574
,2024,433,0.11917528,0.048180976
,2024,434,0.119132192,0.048156378
,2024,435,0.119089105,0.048131781
,2024,436,0.11904602,0.048107185
,2024,437,0.119002937,0.048082589
,2024,438,0.118959855,0.048057994
,2024,439,0.118916775,0.048033399
,2024,440,0.118873697,0.048008805
,2024,441,0.11883062,0.047984211
,2024,442,0.118787545,0.047959618
,2024,443,0.118744472,0.047935026
,2024,444,0.1187014,0.047910434
,2024,445,0.11865833,0.047885842
,2024,446,0.118615262,0.047861252
,2024,447,0.118572195,0.047836662
,2024,448,0.11852913,0.047812072
,2024,449,0.118486067,0.047787483
,2024,450,0.118443005,0.047762895
,2024,451,0.118399945,0.047738307
,2024,452,0.118356886,0.04771372
,2024,453,0.11831383,0.047689133
,2024,454,0.118270775,0.047664547
,2024,455,0.118227721,0.047639961
,2024,456,0.118184669,0.047615376
,2024,457,0.118141619,0.047590792
,2024,458,0.118098571,0.047566208
,2024,459,0.118055524,0.047541625
,2024,460,0.118012479,0.047517042
,2024,461,0.117969435,0.04749246
,2024,462,0.117926393,0.047467879
,2024,463,0.117883353,0.047443298
,2024,464,0.117840315,0.047418718
,2024,465,0.117797278,0.047394138
,2024,466,0.117754242,0.047369559
,2024,467,0.117711209,0.04734498
,2024,468,0.117668177,0.047320402
,2024,469,0.117625147,0.047295825
,2024,470,0.117582118,0.047271248
,2024,471,0.117539091,0.047246672
,2024,472,0.117496066,0.047222096
,2024,473,0.117453042,0.047197521
,2024,474,0.11741002,0.047172946
,2024,475,0.117367,0.047148372
,2024,476,0.117323981,0.047123799
,2024,477,0.117280964,0.047099226
,2024,478,0.117237949,0.047074654
,2024,479,0.117194935,0.047050082
,2024,480,0.117151923,0.047025511
,2024,481,0.117108913,0.047000941
,2024,482,0.117065904,0.046976371
,2024,483,0.117022897,0.046951801
,2024,484,0.116979892,0.046927232
,2024,485,0.116936888,0.046902664
,2024,486,0.116893886,0.046878097
,2024,487,0.116850885,0.04685353
,2024,488,0.116807886,0.046828963
,2024,489,0.116764889,0.046804397
,2024,490,0.116721894,0.046779832
,2024,491,0.1166789,0.046755267
,2024,492,0.116635908,0.046730703
,2024,493,0.116592917,0.046706139
,2024,494,0.116549928,0.046681576
,2024,495,0.116506941,0.046657014
,2024,496,0.116463956,0.046632452
,2024,497,0.116420972,0.046607891
,2024,498,0.116377989,0.04658333
,2024,499,0.116335009,0.04655877
,2024,500,0.11629203,0.04653421
,2024,501,0.116249053,0.046509651
,2024,502,0.116206077,0.046485093
,2024,503,0.116163103,0.046460535
,2024,504,0.116120131,0.046435978
,2024,505,0.11607716,0.046411421
,2024,506,0.116034191,0.046386865
,2024,507,0.115991224,0.046362309
,2024,508,0.115948258,0.046337754
,2024,509,0.115905294,0.0463132
,2024,510,0.115862332,0.046288646
,2024,511,0.115819371,0.046264093
,2024,512,0.115776412,0.04623954
,2024,513,0.115733454,0.046214988
,2024,514,0.115690499,0.046190437
,2024,515,0.115647544,0.046165886
,2024,516,0.115604592,0.046141336
,2024,517,0.115561641,0.046116786
,2024,518,0.115518692,0.046092237
,2024,519,0.115475745,0.046067688
,2024,520,0.115432799,0.04604314
,2024,521,0.115389854,0.046018593
,2024,522,0.115346912,0.045994046
,2024,523,0.115303971,0.045969499
,2024,524,0.115261032,0.045944954
,2024,525,0.115218094,0.045920408
,2024,526,0.115175158,0.045895864
,2024,527,0.115132224,0.04587132
,2024,528,0.115089291,0.045846776
,2024,529,0.11504636,0.045822234
,2024,530,0.115003431,0.045797691
,2024,531,0.114960503,0.04577315
,2024,532,0.114917577,0.045748608
,2024,533,0.114874653,0.045724068
,2024,534,0.11483173,0.045699528
,2024,535,0.114788809,0.045674989
,2024,536,0.11474589,0.04565045
,2024,537,0.114702972,0.045625911
,2024,538,0.114660056,0.045601374
,2024,539,0.114617142,0.045576837
,2024,540,0.114574229,0.0455523
,2024,541,0.114531318,0.045527764
,2024,542,0.114488408,0.045503229
,2024,543,0.1144455,0.045478694
,2024,544,0.114402594,0.04545416
,2024,545,0.11435969,0.045429626
,2024,546,0.114316787,0.045405093
,2024,547,0.114273885,0.045380561
,2024,548,0.114230986,0.045356029
,2024,549,0.114188088,0.045331497
,2024,550,0.114145192,0.045306967
,2024,551,0.114102297,0.045282436
,2024,552,0.114059404,0.045257907
,2024,553,0.114016513,0.045233378
,2024,554,0.113973623,0.045208849
,2024,555,0.113930735,0.045184321
,2024,556,0.113887849,0.045159794
,2024,557,0.113844964,0.045135267
,2024,558,0.113802081,0.045110741
,2024,559,0.113759199,0.045086216
,2024,560,0.11371632,0.045061691
,2024,561,0.113673442,0.045037166
,2024,562,0.113630565,0.045012642
,2024,563,0.11358769,0.044988119
,2024,564,0.113544817,0.044963596
,2024,565,0.113501946,0.044939074
,2024,566,0.113459076,0.044914553
,2024,567,0.113416208,0.044890032
,2024,568,0.113373341,0.044865511
,2024,569,0.113330476,0.044840991
,2024,570,0.113287613,0.044816472
,2024,571,0.113244751,0.044791954
,2024,572,0.113201891,0.044767435
,2024,573,0.113159033,0.044742918
,2024,574,0.113116176,0.044718401
,2024,575,0.113073321,0.044693885
,2024,576,0.113030468,0.044669369
,2024,577,0.112987616,0.044644854
,2024,578,0.112944766,0.044620339
,2024,579,0.112901918,0.044595825
,2024,580,0.112859071,0.044571311
,2024,581,0.112816226,0.044546798
,2024,582,0.112773382,0.044522286
,2024,583,0.112730541,0.044497774
,2024,584,0.1126877,0.044473263
,2024,585,0.112644862,0.044448752
,2024,586,0.112602025,0.044424242
,2024,587,0.11255919,0.044399733
,2024,588,0.112516356,0.044375224
,2024,589,0.112473524,0.044350716
,2024,590,0.112430694,0.044326208
,2024,591,0.112387865,0.044301701
,2024,592,0.112345039,0.044277194
,2024,593,0.112302213,0.044252688
,2024,594,0.11225939,0.044228183
,2024,595,0.112216567,0.044203678
,2024,596,0.112173747,0.044179174
,2024,597,0.112130928,0.04415467
,2024,598,0.112088111,0.044130167
,2024,599,0.112045296,0.044105664
,2024,600,0.112002482,0.044081162
,2024,601,0.11195967,0.044056661
,2024,602,0.111916859,0.04403216
,2024,603,0.111874051,0.04400766
,2024,604,0.111831243,0.04398316
,2024,605,0.111788438,0.043958661
,2024,606,0.111745634,0.043934162
,2024,607,0.111702832,0.043909664
,2024,608,0.111660031,0.043885167
,2024,609,0.111617232,0.04386067
,2024,610,0.111574435,0.043836174
,2024,611,0.111531639,0.043811678
,2024,612,0.111488845,0.043787183
,2024,613,0.111446053,0.043762688
,2024,614,0.111403262,0.043738195
,2024,615,0.111360473,0.043713701
,2024,616,0.111317686,0.043689208
,2024,617,0.1112749,0.043664716
,2024,618,0.111232116,0.043640224
,2024,619,0.111189333,0.043615733
,2024,620,0.111146553,0.043591243
,2024,621,0.111103773,0.043566753
,2024,622,0.111060996,0.043542264
,2024,623,0.11101822,0.043517775
,2024,624,0.110975446,0.043493287
,2024,625,0.110932673,0.043468799
,2024,626,0.110889902,0.043444312
,2024,627,0.110847133,0.043419825
,2024,628,0.110804365,0.04339534
,2024,629,0.110761599,0.043370854
,2024,630,0.110718835,0.04334637
,2024,631,0.110676072,0.043321885
,2024,632,0.110633311,0.043297402
,2024,633,0.110590552,0.043272919
,2024,634,0.110547794,0.043248436
,2024,635,0.110505038,0.043223954
,2024,636,0.110462283,0.043199473
,2024,637,0.11041953,0.043174992
,2024,638,0.110376779,0.043150512
,2024,639,0.11033403,0.043126033
,2024,640,0.110291282,0.043101554
,2024,641,0.110248536,0.043077075
,2024,642,0.110205791,0.043052597
,2024,643,0.110163048,0.04302812
,2024,644,0.110120307,0.043003643
,2024,645,0.110077567,0.042979167
,2024,646,0.110034829,0.042954692
,2024,647,0.109992093,0.042930217
,2024,648,0.109949358,0.042905742
,2024,649,0.109906625,0.042881268
,2024,650,0.109863893,0.042856795
,2024,651,0.109821164,0.042832322
,2024,652,0.109778435,0.04280785
,2024,653,0.109735709,0.042783379
,2024,654,0.109692984,0.042758908
,2024,655,0.109650261,0.042734437
,2024,656,0.109607539,0.042709968
,2024,657,0.109564819,0.042685498
,2024,658,0.109522101,0.04266103
,2024,659,0.109479384,0.042636562
,2024,660,0.109436669,0.042612094
,2024,661,0.109393956,0.042587627
,2024,662,0.109351244,0.042563161
,2024,663,0.109308534,0.042538695
,2024,664,0.109265826,0.04251423
,2024,665,0.109223119,0.042489765
,2024,666,0.109180414,0.042465301
,2024,667,0.109137711,0.042440837
,2024,668,0.109095009,0.042416375
,2024,669,0.109052309,0.042391912
,2024,670,0.10900961,0.04236745
,2024,671,0.108966913,0.042342989
,2024,672,0.108924218,0.042318529
,2024,673,0.108881524,0.042294069
,2024,674,0.108838832,0.042269609
,2024,675,0.108796142,0.04224515
,2024,676,0.108753453,0.042220692
,2024,677,0.108710766,0.042196234
,2024,678,0.108668081,0.042171777
,2024,679,0.108625397,0.04214732
,2024,680,0.108582715,0.042122864
,2024,681,0.108540034,0.042098409
,2024,682,0.108497356,0.042073954
,2024,683,0.108454678,0.042049499
,2024,684,0.108412003,0.042025046
,2024,685,0.108369329,0.042000593
,2024,686,0.108326657,0.04197614
,2024,687,0.108283986,0.041951688
,2024,688,0.108241317,0.041927237
,2024,689,0.10819865,0.041902786
,2024,690,0.108155984,0.041878335
,2024,691,0.10811332,0.041853886
,2024,692,0.108070658,0.041829436
,2024,693,0.108027997,0.041804988
,2024,694,0.107985338,0.04178054
,2024,695,0.10794268,0.041756092
,2024,696,0.107900024,0.041731646
,2024,697,0.10785737,0.041707199
,2024,698,0.107814718,0.041682754
,2024,699,0.107772067,0.041658308
,2024,700,0.107729418,0.041633864
,2024,701,0.10768677,0.04160942
,2024,702,0.107644124,0.041584976
,2024,703,0.10760148,0.041560534
,2024,704,0.107558837,0.041536091
,2024,705,0.107516196,0.04151165
,2024,706,0.107473557,0.041487209
,2024,707,0.107430919,0.041462768
,2024,708,0.107388283,0.041438328
,2024,709,0.107345648,0.041413889
,2024,710,0.107303015,0.04138945
,2024,711,0.107260384,0.041365012
,2024,712,0.107217755,0.041340574
,2024,713,0.107175127,0.041316137
,2024,714,0.1071325,0.0412917
,2024,715,0.107089876,0.041267264
,2024,716,0.107047253,0.041242829
,2024,717,0.107004631,0.041218394
,2024,718,0.106962012,0.04119396
,2024,719,0.106919394,0.041169526
,2024,720,0.106876777,0.041145093
,2024,721,0.106834162,0.04112066
,2024,722,0.106791549,0.041096229
,2024,723,0.106748938,0.041071797
,2024,724,0.106706328,0.041047366
,2024,725,0.10666372,0.041022936
,2024,726,0.106621113,0.040998506
,2024,727,0.106578508,0.040974077
,2024,728,0.106535905,0.040949649
,2024,729,0.106493303,0.040925221
,2024,730,0.106450703,0.040900794
,2024,731,0.106408105,0.040876367
,2024,732,0.106365508,0.040851941
,2024,733,0.106322913,0.040827515
,2024,734,0.106280319,0.04080309
,2024,735,0.106237727,0.040778665
,2024,736,0.106195137,0.040754241
,2024,737,0.106152549,0.040729818
,2024,738,0.106109962,0.040705395
,2024,739,0.106067377,0.040680973
,2024,740,0.106024793,0.040656552
,2024,741,0.105982211,0.04063213
,2024,742,0.105939631,0.04060771
,2024,743,0.105897052,0.04058329
,2024,744,0.105854475,0.040558871
,2024,745,0.105811899,0.040534452
,2024,746,0.105769326,0.040510034
,2024,747,0.105726753,0.040485616
,2024,748,0.105684183,0.040461199
,2024,749,0.105641614,0.040436783
,2024,750,0.105599047,0.040412367
,2024,751,0.105556481,0.040387951
,2024,752,0.105513917,0.040363537
,2024,753,0.105471355,0.040339122
,2024,754,0.105428794,0.040314709
,2024,755,0.105386235,0.040290296
,2024,756,0.105343678,0.040265883
,2024,757,0.105301122,0.040241471
,2024,758,0.105258568,0.04021706
,2024,759,0.105216015,0.040192649
,2024,760,0.105173465,0.040168239
,2024,761,0.105130915,0.04014383
,2024,762,0.105088368,0.040119421
,2024,763,0.105045822,0.040095012
,2024,764,0.105003277,0.040070604
,2024,765,0.104960735,0.040046197
,2024,766,0.104918194,0.04002179
,2024,767,0.104875654,0.039997384
,2024,768,0.104833117,0.039972978
,2024,769,0.104790581,0.039948573
,2024,770,0.104748046,0.039924169
,2024,771,0.104705513,0.039899765
,2024,772,0.104662982,0.039875362
,2024,773,0.104620452,0.039850959
,2024,774,0.104577925,0.039826557
