"IFRS17_group_IF_InsCLS_LIYC","CoverageUnits","CurrRA","CurrInitComm","CurrInitExp","CurrPrems","FutPrems","PvPrems","CurrClaimsandExp","FutExpClaimsExp","CSM_LC_released_reversal","Interest_Accreted_IF","Interest_accBEL","Interest_accRA","RA","BEL","ClaimsandExp","TotPVClaims","TotPVComm","TotPVAcq","TotPVPrem","TotPVInitExp","TotBELinf","TotBELout","TotPVRenExpenses","TotPVRenComm"
"2022_Remaining_202",0.0554885018973817,64969.4482574157,269010.243339448,0,3193777.10752234,24316708.0961788,25800067.4522705,1082824.1376236,9604056.97297879,400683.335642685,437713.546451104,35959.748300597,35959.748300597,593232.50135603,15912859.0963366,1082824.1376236,8098611.03424888,1788597.32168495,0,25800067.4522705,0,25800067.4522705,-9887208.35593383,834483.036363663,256759.273638588
"2023_Non-onerous_202",0.0673127353786329,688490.909912877,2249096.42342719,0,35016420.4110921,219523785.40324,252639855.606881,11474848.4985479,85119829.5738966,4603431.77476873,5253805.55711063,442285.194633783,442285.194633783,5757220.69667891,156686177.328899,11474848.4985479,82540237.188945,13413441.0890369,0,252639855.606881,0,252639855.606881,-95953678.2779819,5771947.359151,2474081.22398598
"2023_ODD_202",0.0657635440245515,141184.432954067,507991.029254256,0,7336391.78211567,46367136.8818712,53307491.3965355,2353073.88256779,16846526.4542262,1135171.32992275,1326067.79619803,87991.8941002942,87991.8941002942,1145389.35510526,34217668.8114478,2353073.88256779,15810871.9887194,3278950.59636827,0,53307491.3965355,0,53307491.3965355,-19089822.5850877,2521778.345228,485917.451116964
"2023_Onerous_202",0.0602026034581553,247585.942733341,1141312.44918767,0,13629906.7220122,90635055.3500004,103522765.54983,4126432.37888901,30420831.7191942,2457457.61667466,3135886.15302852,158181.154629293,158181.154629293,2059042.0577166,69205397.9212204,4126432.37888901,26326566.0950637,7990801.53354631,0,103522765.54983,0,103522765.54983,-34317367.62861,13031113.0850555,963343.292230808
"2023_Remaining_202",0.0626867605244968,41871.0269396363,185417.594927956,0,2263416.76137912,15093413.0716943,17233556.1351445,697850.448993938,5217957.50496551,398607.500576007,488493.920359948,27089.4276304767,27089.4276304767,352622.73145838,11356510.6108382,697850.448993938,4645168.79354928,1231876.73075706,0,17233556.1351445,0,17233556.1351445,-5877045.52430634,905034.68154222,157137.119685302
"2024_Non-onerous_202",NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2024_odd_202",NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2024_Onerous_202",NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2024_Remaining_202",NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025_NB_Non-onerous_202",0.0655900970838724,989553.437410329,6056039.96218185,0,41685323.8043842,265181669.900679,304605429.164426,16492557.2901722,102321265.941684,5371992.00845119,6291969.48875427,543465.951856347,543465.951856347,7074289.31361447,186700607.270852,16492557.2901722,97723831.952653,20180989.9409216,0,304605429.164426,0,304605429.164426,-117904821.893575,10036590.3536941,2664672.9444099
"2025_NB_Onerous_202",0.0620436810113258,2613480.16118185,17260990.6413829,0,100058917.812675,636418089.554337,731057343.403973,43558002.6863642,231563650.902781,14571596.7007879,18042599.5493577,1257113.85178643,1257113.85178643,16363834.8590422,458326762.419936,43558002.6863642,207102641.013293,65627939.9707441,0,731057343.403973,0,731057343.403973,-272730580.984037,80631505.9246043,6613443.89775752
"2025_NB_Remaining_202",0.0662767260348541,244587.321747615,1243165.59517888,0,7848184.97578791,48584733.124933,56008520.3536782,4076455.36246025,18762479.4890583,929995.355122875,1077976.40846421,104259.307377475,104259.307377475,1357142.06475308,33389485.9411268,4076455.36246025,18000338.8157465,4618695.59680494,0,56008520.3536782,0,56008520.3536782,-22619034.4125514,3151645.00552134,619670.220728862
"Total",NA,9894069.88693962,46985912.2783678,0,455027808.491763,3272215477.01296,3429096458.6817,164901164.782327,1243822119.89488,NA,63797425.8726655,4818723.25678659,4818723.25678659,77189091.318574,2142611603.37214,164901164.782327,1054583254.28873,231901601.020833,0,3429096458.6817,0,3429096458.6817,-1286484855.30957,204662806.298452,30325393.5430657
